fecha,id_producto,nombre_producto,categoria,id_sucursal,nombre_sucursal,proveedor,unidades_vendidas,unidades_recibidas,stock_cierre,precio_unitario,costo_unitario,importe_venta,importe_costo
2023-08-30,P022,Yogurt Natural 1kg,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,18,0.0,269,52.19,26.0,939.42,468.0
2024-02-02,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,17,170.0,217,35.32,16.0,600.44,272.0
2023-08-10,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,6,0.0,72,51.26,26.0,307.56,156.0
2023-05-16,P007,Jabón Multiusos 500ml,Limpieza,S04,Cancún Centro,Logística Maya S.A.,15,0.0,110,42.2,19.0,633.0,285.0
2024-05-22,P019,Harina de Trigo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,16,0.0,142,21.71,10.0,347.36,160.0
2023-06-14,P001,Agua Mineral 1L,Bebidas,S04,Cancun Centro,Proveedor Central del Caribe,0,306.0,306,18.58,8.0,0.0,0.0
2023-11-08,P026,Shampoo 400ml,Higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,8,0.0,93,77.89,38.0,623.12,304.0
2024-01-01,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,17,0.0,142,37.54,20.0,638.18,340.0
2023-11-17,P009,Suavizante Ropa 1L,Limpieza,S02,Mérida Norte,Logística Maya S.A.,3,0.0,970,62.84,30.0,188.52,90.0
2023-12-07,P023,Crema Ácida 200g,LÁCTEOS,S01,Mérida Centro,Grupo Abasto del Sur,7,0.0,735,31.03,16.0,217.21,112.0
2023-02-07,P006,Detergente Líquido 1L,Limpieza ,S05,Playa del Carmen,Distribuidora Norte S.A.,20,0.0,131,75.79,35.0,1515.8,700.0
2024-01-26,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,19,0.0,153,95.44,50.0,1813.36,950.0
2023-08-10,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,54,0.0,66,32.49,18.0,1754.46,972.0
2023-01-14,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,59,0.0,11,18.71,8.0,1103.89,472.0
2024-01-13,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,7,0.0,172,82.55,42.0,577.85,294.0
2023-02-05,P023,Crema Ácida 200g,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,6,0.0,410,32.17,16.0,193.02,96.0
2023-07-19,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,0,0.0,0,18.46,8.0,0.0,0.0
2024-01-11,P009,Suavizante Ropa 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,2,0.0,629,64.4,30.0,128.8,60.0
2023-05-21,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,20,0.0,133,27.58,14.0,551.6,280.0
2023-10-01,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,20,0.0,96,76.48,35.0,1529.6,700.0
2023-10-25,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,34,0.0,95,18.57,8.0,631.38,272.0
2023-10,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,17,0.0,96,45.07,22.0,766.19,374.0
2023-06-17,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,11,0.0,147,33.99,16.0,373.89,176.0
2023-12-19,P017,Sopa Pasta 200g,Abarrote,S01,Mérida Centro,,54,0.0,201,14.89,7.0,804.06,378.0
2024-04-02,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,30,0.0,86,27.38,14.0,821.4,420.0
2023-09-20,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,42,0.0,209,21.78,10.5,914.76,441.0
2023-11-26,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,19,0.0,81,34.83,16.0,661.77,304.0
2023-08-25,P004,Agua Sabor Limón 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,27,104.0,246,15.67,7.5,423.09,202.5
2023-04-07,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,,33,0.0,104,31.86,18.0,1051.38,594.0
2023-01-26,P027,Pasta Dental 100ml,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,22,0.0,0,45.74,22.0,1006.28,484.0
2023-02-28,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,40,235.0,257,31.49,18.0,1259.6,720.0
2024-02-10,P021,Queso Manchego 400g,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,19,0.0,247,92.03,50.0,1748.57,950.0
2024-01-02,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,18,0.0,157,43.89,22.0,790.02,396.0
2023-04-17,P019,Harina de Trigo 1kg,Abarrotes,S02,MERIDA NORTE,Proveedor Central del Caribe,17,0.0,215,21.95,10.0,373.15,170.0
2024-05-30,P012,Frijol Negro 1kg,Abarrotes,S05,Playa Del Carmen,Comercializadora Peninsular,16,0.0,92,37.52,,600.32,320.0
2023-06-27,P014,Sal de Mesa 1kg,abarrotes,S03,Cancún,Grupo Abasto del Sur,1,0.0,737,17.39,8.0,17.39,8.0
2024-04-21,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,35,0.0,153,24.06,11.0,842.1,385.0
2024-01-03,P027,Pasta Dental 100ml,Higiene,S03,Cancún,Logística Maya S.A.,7,160.0,217,44.51,22.0,311.57,154.0
2023-04-06,P022,Yogurt Natural 1kg,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,21,0.0,162,52.44,26.0,1101.24,546.0
2023-10-20,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,7,0.0,251,53.37,28.0,373.59,196.0
2023-08-10,P001,Agua Mineral 1L,Bebidas,S02,Mérida Norte,,60,0.0,287,18.1,8.0,1086.0,480.0
2023-07-07,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,39,0.0,80,61.42,30.0,2395.38,1170.0
2023-06-03,P006,Detergente Líquido 1L,Limpieza,S02,Mérida Norte,Grupo Abasto del Sur,12,0.0,111,72.39,35.0,868.68,420.0
2023-07-05,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,16,0.0,231,30.82,18.0,493.12,288.0
2023-03-18,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,,14,0.0,212,34.53,16.0,483.42,224.0
2023-02-20,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,18,0.0,92,21.95,10.0,395.1,180.0
2023-07-14,P017,Sopa Pasta 200g,Abarrotes,S04,Cancún Centro,Grupo Abasto del Sur,35,207.0,246,15.26,7.0,534.1,245.0
2023-09-08,P021,Queso Manchego 400g,Lácteos,S04,Cancún Centro,Distribuidora Norte S.A.,7,0.0,170,92.17,50.0,645.19,350.0
2023-06-21,P011,Arroz Largo 1kg,Abarrotes,S01,merida centro,Comercializadora Peninsular,47,0.0,164,32.03,18.0,1505.41,846.0
2023-08-08,P012,Frijol Negro 1kg,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,10,0.0,108,37.4,20.0,374.0,200.0
2024-05-01,P017,Sopa Pasta 200g,Abarrotes,S04,Cancún Centro,Grupo Abasto del Sur,41,0.0,141,14.94,7.0,612.54,287.0
2023-08-27,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,23,0.0,248,31.97,18.0,735.31,414.0
2023-03-23,P014,Sal de Mesa 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,2,,575,17.56,8.0,35.12,16.0
2023-06-16,P025,Papel Higiénico 4-pack,higiene,S03,Cancún,Distribuidora Norte S.A.,24,0.0,86,59.77,30.0,1434.48,720.0
2024-03-18,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,37,0.0,1,22.29,10.5,824.73,388.5
2024-04-20,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,15,0.0,95,27.63,14.0,414.45,210.0
2024-06-12,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,,38,0.0,240,21.99,10.5,835.62,399.0
2024-01-02,P028,Jabón de Baño Pack 3,Higiene,S04,Cancun Centro,Proveedor Central del Caribe,19,0.0,106,47.73,23.0,906.87,437.0
2023-09-02,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,21,0.0,137,74.06,35.0,1555.26,735.0
2024-01-02,P023,Crema Ácida 200g,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,3,0.0,834,31.28,16.0,93.84,48.0
2024-06-05,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,13,0.0,83,82.78,42.0,1076.14,546.0
2024-06-20,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,32,0.0,315,26.37,14.0,843.84,448.0
2023-11-03,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,Logística Maya S.A.,15,0.0,109,45.14,22.0,677.1,330.0
2023-08-05,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,18,0.0,312,91.83,50.0,1652.94,900.0
2023-10-12,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,59,0.0,18,21.82,10.5,1287.38,619.5
2023-08-21,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,871,64.06,30.0,320.3,150.0
2023-03-23,P006,Detergente Líquido 1L,Limpieza,S03,Cancún,Proveedor Central del Caribe,8,0.0,160,73.46,35.0,587.68,280.0
2023-05-01,P001,Agua Mineral 1L,Bebidas,S01,Mérida Centro,Grupo Abasto del Sur,39,0.0,61,18.37,8.0,716.43,312.0
2023-12-16,P019,Harina de Trigo 1kg,Abarrotes,S02,Merida Norte,Proveedor Central del Caribe,26,,134,21.31,10.0,554.06,260.0
2024-05-29,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,7,0.0,135,28.3,14.0,198.1,98.0
2023-09-17,P014,Sal de Mesa 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,3,0.0,975,18.18,8.0,54.54,24.0
2023-03-27,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,32,0.0,153,32.12,,1027.84,576.0
2023-02-01,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,17,0.0,201,72.51,35.0,1232.67,595.0
2023-03-17,P001,Agua Mineral 1L,Bebidas,S01,MÉRIDA CENTRO,Grupo Abasto del Sur,25,0.0,226,18.76,8.0,469.0,200.0
2023-06-22,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,39,0.0,124,31.16,18.0,1215.24,702.0
2023-08-06,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,47,0.0,189,21.76,10.5,1022.72,493.5
2023-03-20,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,25,0.0,136,25.32,14.0,633.0,350.0
2023-02-15,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,47,0.0,237,27.47,14.0,1291.09,658.0
2024-01-27,P026,Shampoo 400ml,Higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,12,0.0,147,78.42,38.0,941.04,456.0
2023-04-18,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,19,0.0,308,27.36,14.0,519.84,266.0
2024-05-27,P007,Jabón Multiusos 500ml,Limpieza,S04,Cancún Centro,Logística Maya S.A.,13,0.0,112,41.38,19.0,537.94,247.0
2024-06-28,P018,Café Molido 250g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,18,0.0,188,84.14,42.0,1514.52,756.0
2023-04-05,P003,Jugo Naranja 1L,Bebidas,S02,Mérida Norte,Grupo Abasto del Sur,16,0.0,72,33.97,16.0,543.52,256.0
2023-08-29,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,13,0.0,134,27.26,,354.38,182.0
2023-07-25,P016,Atún Lata 140g,Abarrote,S02,Mérida Norte,Proveedor Central del Caribe,24,0.0,101,23.61,11.0,566.64,264.0
2024-05-28,P018,Café Molido 250g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,8,,180,82.89,42.0,663.12,336.0
2023-12-06,P030,Toallas Húmedas 40pz,Higiene,S04,Cancún Centro,Logística Maya S.A.,1,0.0,828,55.72,27.0,55.72,27.0
2024-04-13,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,30,0.0,79,23.93,11.0,717.9,330.0
2023-04-05,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,21,122.0,313,22.39,10.5,470.19,220.5
2023-07-12,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,12,0.0,335,86.64,42.0,1039.68,504.0
2023-04-18,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,14,0.0,108,77.33,38.0,1082.62,532.0
2023-01-26,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,20,0.0,172,55.2,28.0,1104.0,560.0
2024-06-01,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,15,,132,35.11,16.0,526.65,240.0
2023-12-17,P013,Aceite Vegetal 1L,ABARROTES,S02,Mérida Norte,Grupo Abasto del Sur,22,0.0,207,53.26,28.0,1171.72,616.0
2024-05-09,P006,Detergente Líquido 1L,Limpieza,S03,Cancún,Proveedor Central del Caribe,21,74.0,193,75.38,35.0,1582.98,735.0
2023-08-04,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,13,0.0,213,85.45,42.0,1110.85,546.0
2023-05-26,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,42,0.0,116,22.42,10.5,941.64,441.0
2023-08-19,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,12,,72,55.15,28.0,661.8,336.0
2024-03-22,P006,Detergente Líquido 1L,Limpieza,S02,Mérida Norte,Grupo Abasto del Sur,9,0.0,209,74.31,35.0,668.79,315.0
2024-06-11,P004,Agua Sabor Limón 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,20,0.0,130,15.59,7.5,311.8,150.0
2024-06-06,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa del Carmen,Logística Maya S.A.,16,0.0,176,34.3,15.0,548.8,240.0
2024-01-22,P028,Jabón de Baño Pack 3,Higiene,S03,Cancún,Comercializadora Peninsular,10,0.0,83,48.95,23.0,489.5,230.0
2023-05-04,P029,Desodorante Spray 150ml,Higiene,S01,Merida Centro,Comercializadora Peninsular,1,0.0,438,72.63,35.0,72.63,35.0
2023-07-14,P027,Pasta Dental 100ml,Higiene,S03,Cancún,Logística Maya S.A.,6,0.0,88,44.43,22.0,266.58,132.0
2023-12-06,P004,Agua Sabor Limón 600ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,17,0.0,75,15.73,7.5,267.41,127.5
2023-03-21,P026,Shampoo 400ml,Higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,10,0.0,121,78.65,38.0,786.5,380.0
2023-05-11,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,49,0.0,120,25.36,14.0,1242.64,686.0
2024-02-07,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,18,0.0,264,62.24,30.0,1120.32,540.0
2024-02-24,P016,Atún Lata 140g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,25,0.0,145,23.28,11.0,582.0,275.0
2024-04-03,P015,Azúcar Blanca 1kg,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,19,0.0,192,28.27,14.0,537.13,266.0
2024-03-30,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,15,0.0,146,96.19,50.0,1442.85,750.0
2023-03-05,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,19,0.0,147,27.41,14.0,520.79,266.0
2023-11-06T00:00,P014,Sal de Mesa 1kg,abarrotes,S03,Cancún,Grupo Abasto del Sur,1,0.0,1261,17.52,8.0,17.52,8.0
2024-01-09,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,10,52.0,168,21.62,10.0,216.2,100.0
2024-05-01,P027,Pasta Dental 100ml,Higiene,S01,Merida centro,Proveedor Central del Caribe,8,0.0,261,45.45,22.0,363.6,176.0
2024-02-07,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,5,0.0,598,35.65,18.0,178.25,90.0
2023-04-01,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,35,0.0,285,26.0,14.0,910.0,490.0
2023-04-11,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,20,0.0,22,27.86,,557.2,280.0
2023-08-09,P015,Azúcar Blanca 1kg,Abarrotes,S05,playa del carmen,Logística Maya S.A.,13,0.0,97,28.48,14.0,370.24,182.0
2023-12-30,P024,Mantequilla 90g,LÁCTEOS,S04,Cancún Centro,Logística Maya S.A.,4,0.0,1169,33.72,18.0,134.88,72.0
2024-04-27,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,44,,272,24.28,11.0,1068.32,484.0
2024-03-24,P030,Toallas Húmedas 40pz,Higiene,S05,Playa del Carmen,Grupo Abasto del Sur,2,,676,54.23,27.0,108.46,54.0
2024-05-15,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,Logística Maya S.A.,21,0.0,360,44.38,22.0,931.98,462.0
2024-03-06,P015,Azúcar Blanca 1kg,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,15,,260,28.46,14.0,426.9,210.0
2023-05-02,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,47,96.0,286,18.64,8.0,876.08,376.0
2023-02-09,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,4,0.0,457,34.4,18.0,137.6,72.0
2023-05-22,P024,Mantequilla 90g,Lácteos,S01,Mérida Centro,Proveedor Central del Caribe,1,0.0,730,34.92,18.0,34.92,18.0
2023-10-20,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,26,0.0,116,18.18,8.0,472.68,208.0
2024-02-08,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,43,0.0,169,31.93,18.0,1372.99,774.0
2023-04-27,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,5,0.0,294,31.63,16.0,158.15,80.0
2024-03-06,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,22,0.0,145,59.76,30.0,1314.72,660.0
2023-04-23,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,12,0.0,70,28.1,14.0,337.2,168.0
2023-03-30,P018,Café Molido 250g,Abarrote,S05,Playa Del Carmen,Proveedor Central del Caribe,14,0.0,94,86.03,42.0,1204.42,588.0
2024-03-04,P007,Jabón Multiusos 500ml,Limpieza,S02,Mérida Norte,Logística Maya S.A.,11,0.0,78,41.71,19.0,458.81,209.0
2023-07-04,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,5,95.0,266,93.55,50.0,467.75,250.0
2023-09-25,P001,Agua Mineral 1L,Bebida,S03,Cancún,Grupo Abasto del Sur,55,50.0,138,18.54,8.0,1019.7,440.0
2023-04-15,P001,Agua Mineral 1L,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,50,66.0,187,18.54,8.0,927.0,400.0
2024-02-28,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,2,0.0,713,30.79,16.0,61.58,32.0
2024-06-13,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,1,0.0,875,32.44,16.0,32.44,16.0
2023-07-18,P026,Shampoo 400ml,Higiene,S04,Cancún Centro,Logística Maya S.A.,13,0.0,260,78.02,38.0,1014.26,494.0
2023-03-07,P029,Desodorante Spray 150ml,Higiene,S03,Cancún,Proveedor Central del Caribe,4,67.0,822,70.4,35.0,281.6,140.0
2023-08-22,P029,Desodorante Spray 150ml,Higiene,S02,Mérida Norte,Comercializadora Peninsular,2,0.0,590,71.11,35.0,142.22,70.0
2023-05-10,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,,29,0.0,124,32.61,18.0,945.69,522.0
2024-04-29,P006,Detergente Líquido 1L,Limpieza,S02,Mérida Norte,Grupo Abasto del Sur,12,0.0,59,76.44,35.0,917.28,420.0
2023-12-22,P001,Agua Mineral 1L,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,54,,90,18.44,8.0,995.76,432.0
2023-08-26,P022,Yogurt Natural 1kg,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,10,0.0,205,51.53,26.0,515.3,260.0
2023-09-15,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,24,0.0,129,17.77,8.0,426.48,192.0
2023-09-12,P003,Jugo Naranja 1L,Bebidas,S03,Cancún,Comercializadora Peninsular,13,0.0,220,35.11,,456.43,208.0
2023-07-03,P014,Sal de Mesa 1kg,ABARROTES,S03,Cancún,Grupo Abasto del Sur,5,0.0,723,17.76,8.0,88.8,40.0
2023-10-03,P026,Shampoo 400ml,Higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,6,120.0,303,77.08,,462.48,228.0
2023-04-09,P029,Desodorante Spray 150ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,2,0.0,473,70.5,35.0,141.0,70.0
2024-02-26,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,19,0.0,95,54.95,28.0,1044.05,532.0
2023-08-22,P007,Jabón Multiusos 500ml,Limpieza,S03,Cancún,Proveedor Central del Caribe,19,0.0,109,42.38,19.0,805.22,361.0
2024-05-30,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,0,0.0,0,31.25,18.0,0.0,0.0
2024-06-05,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,38,0.0,80,23.92,11.0,908.96,418.0
2024-01-28,P024,Mantequilla 90g,Lacteos,S04,Cancún Centro,Logística Maya S.A.,6,0.0,1211,33.89,18.0,203.34,108.0
2024-01-24,P003,Jugo Naranja 1L,Bebidas,S02,Mérida Norte,Grupo Abasto del Sur,8,0.0,152,34.31,16.0,274.48,128.0
2023-12-31,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,9,0.0,220,33.9,16.0,305.1,144.0
2023-03-14,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,,43,0.0,121,21.94,10.5,943.42,451.5
2023-12-09,P022,Yogurt Natural 1kg,Lácteos,S03,Cancún,Distribuidora Norte S.A.,13,0.0,151,51.88,26.0,674.44,338.0
2023-07-02,P021,Queso Manchego 400g,Lacteos,S03,Cancún,Distribuidora Norte S.A.,15,0.0,446,94.58,50.0,1418.7,750.0
2024-05-14,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,18,0.0,111,36.76,20.0,661.68,360.0
2023-06-23,P022,Yogurt Natural 1kg,Lácteos,S03,Cancún,Distribuidora Norte S.A.,13,0.0,121,51.74,26.0,672.62,338.0
2023-08-21,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,10,0.0,182,95.27,50.0,952.7,500.0
2024-03-12,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,21,,167,21.31,10.0,447.51,210.0
2024-03-17,P009,Suavizante Ropa 1L,Limpieza,S01,Mérida Centro,Proveedor Central del Caribe,2,0.0,886,62.91,30.0,125.82,60.0
2024-05-30,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,20,0.0,244,82.92,42.0,1658.4,840.0
2023-05-04,P010,Esponja Cocina Pack 3,Limpieza,S01,Mérida Centro,Comercializadora Peninsular,13,0.0,118,34.48,15.0,448.24,195.0
2024-02-18,P010,Esponja Cocina Pack 3,Limpieza,S03,Cancún,Proveedor Central del Caribe,20,0.0,164,35.6,15.0,712.0,300.0
2024-02-08,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,1,96.0,975,34.12,18.0,34.12,18.0
2024-05-04,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,9,0.0,110,36.62,20.0,329.58,180.0
2024-06-12,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,6,0.0,876,32.39,16.0,194.34,96.0
2023-05-30,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,16,116.0,351,37.65,20.0,602.4,320.0
2023-03-30,P007,Jabón Multiusos 500ml,Limpieza,S01,Merida centro,Distribuidora Norte S.A.,8,0.0,148,40.45,19.0,323.6,152.0
2023-09-10,P004,Agua Sabor Limón 600ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,15,0.0,94,16.13,7.5,241.95,112.5
2023-09-06,P012,Frijol Negro 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,14,0.0,145,37.82,20.0,529.48,280.0
2023-05-12,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,,10,0.0,61,83.62,42.0,836.2,420.0
2023-09-02,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,18,0.0,87,34.02,16.0,612.36,288.0
2023-08-28,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,14,0.0,64,45.47,22.0,636.58,308.0
2023-04-27,P016,Atún Lata 140g,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,23,0.0,233,24.39,11.0,560.97,253.0
2024-03-03,P030,Toallas Húmedas 40pz,Higiene,S02,Mérida Norte,Grupo Abasto del Sur,3,0.0,622,53.07,27.0,159.21,81.0
2024-06-18,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,14,0.0,71,82.35,42.0,1152.9,588.0
2024-02-08,P024,Mantequilla 90g,Lácteos,S02,MERIDA NORTE,Distribuidora Norte S.A.,4,0.0,504,35.03,18.0,140.12,72.0
2023-12-01,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,Logística Maya S.A.,42,64.0,167,21.94,10.5,921.48,441.0
2023-02-22,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,12,0.0,171,94.22,50.0,1130.64,600.0
