fecha,campana_id,canal,tipo_campana,objetivo,audiencia,impresiones,clics,ctr,cpc_mxn,gasto_mxn,conversiones,valor_conv_mxn,roas,dia_semana
2024-07-15,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4873,87,0.01785,6.28,551.09,0,0.0,0.0,Monday
2024-06-14,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,31278,296,0.00946,2.61,773.98,3,2510.38,3.24,Friday
2024-05-19,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3340,132,0.03952,6.51,860.28,4,2977.37,3.46,Sunday
2024-06-23,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1788,101,0.05648,12.44,1257.05,6,3331.41,2.65,Sunday
2024-12-12,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20842,94,0.00451,2.92,277.33,0,0.0,0.0,Thursday
2024-12-30,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,343,19,0.05534,19.14,381.98,0,0.0,0.0,Monday
2024-06-27,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19280,206,0.01068,3.29,680.9,1,496.45,0.73,Thursday
2024-02-28,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,24625,192,0.0078,2.79,536.6,2,883.85,1.65,Wednesday
2024-02-24,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2852,107,0.03751,7.4,793.92,2,762.16,0.96,Saturday
2024-08-12,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,11690,118,0.01009,3.18,375.82,0,0.0,0.0,Monday
2024-11-15,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17804,154,0.00865,2.97,459.5,1,763.5,1.66,Friday
2024-09-23,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,598,52,0.08682,19.8,1046.89,1,720.2,0.69,Monday
2024-02-22,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,23236,244,0.0105,2.77,677.29,2,1708.57,2.52,Thursday
2024-11-06,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,21082,181,0.00859,3.33,605.29,1,800.24,1.32,Wednesday
2024-11-29,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4961,131,0.0264,4.77,628.32,2,1577.94,2.51,Friday
2024-09-15,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6152,116,0.01885,5.17,604.28,1,342.54,0.57,Sunday
2024-09-16,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1651,94,0.05691,11.88,1126.35,7,5952.23,5.28,Monday
2024-09-27,GG-SRC-001,Google,Search,,,682,76,,17.5,1339.0,2,1229.16,0.92,Friday
2024-11-24,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8018,103,0.01284,4.29,445.49,0,0.0,0.0,Sunday
2024-07-31,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1965,58,0.02951,12.77,741.23,1,512.74,0.69,Wednesday
2024-10-29,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2858,131,0.04582,9.7,1280.52,7,3169.4,2.48,Tuesday
2024-05-06,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,17742,232,0.01308,3.31,767.47,2,976.0,1.27,Monday
2024-01-20,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3236,162,0.05006,7.2,1171.34,6,3363.45,2.87,Saturday
2024-11-05,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,553,47,0.0849,17.39,822.76,1,605.8,0.74,Tuesday
2024-08-28,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3552,81,0.0228,7.86,639.64,1,670.29,1.05,Wednesday
2024-12-09,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3929,81,0.02061,5.73,469.41,1,768.34,1.64,Monday
2024-08-18,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2013,60,0.02979,12.04,733.43,3,1924.14,2.62,Sunday
2024-12-06,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,854,26,0.03044,16.87,450.55,0,0.0,0.0,Friday
2024-10-31,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,12654,122,0.00964,3.58,439.24,0,0.0,0.0,Thursday
2024-03-28,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1976,78,0.03947,12.62,992.9,3,2421.82,2.44,Thursday
2024-12-30,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15828,98,0.00619,3.02,296.59,0,0.0,0.0,Monday
2024-07-25,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1794,61,0.03399,11.07,675.97,2,1306.17,1.93,Thursday
2024-09-28,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,19202,157,0.00818,3.35,528.4,1,451.68,0.85,Saturday
2024-01-01,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16539,285,0.01723,3.16,902.03,3,1229.22,1.36,Monday
2024-01-29,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4361,222,0.0509,6.08,1351.33,7,4292.38,3.18,Monday
2024-09-08,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1482,65,0.04383,14.29,933.46,5,2746.58,2.94,Sunday
2024-07-04,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2371,84,0.03541,8.76,743.43,2,1111.26,1.49,Thursday
2024-11-03,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5020,117,0.02331,5.77,678.56,2,1344.15,1.98,Sunday
2024-08-27,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,358,30,0.08371,15.74,473.9,0,0.0,0.0,Tuesday
2024-05-10,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,26943,243,0.00902,3.28,797.66,4,2370.38,2.97,Friday
2024-05-14,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,934,86,0.09205,17.04,1481.29,6,3157.28,2.13,Tuesday
2024-03-03,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3251,94,0.02891,7.15,674.63,2,722.8,1.07,Sunday
2024-08-31,FB-AWA-002,FACEBOOK,Awareness,Alcance,Lookalike 1% compradores anteriores,8659,94,0.01086,4.3,408.29,0,0.0,0.0,Saturday
2024-03-22,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,14620,157,0.01074,3.08,486.85,1,774.51,1.59,Friday
2024-05-08,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10763,189,0.01756,5.17,980.83,1,355.99,0.36,Wednesday
2024-12-26,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9570,77,0.00805,4.28,332.9,0,0.0,0.0,Thursday
2024-05-29,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,349,42,0.12014,18.99,810.98,2,1296.1,1.6,Wednesday
2024-03-08,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,7144,153,0.02142,4.64,713.66,1,625.35,0.88,Friday
2024-03-18,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4719,100,0.02119,5.98,600.75,1,574.51,0.96,Monday
2024-03-29,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,318,32,0.10038,20.25,665.61,1,703.11,1.06,Friday
2024-01-05,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,17528,318,0.01814,4.87,1551.65,2,1146.62,0.74,Friday
2024-01-04,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1872,160,0.08546,11.9,1912.45,12,4846.05,2.53,Thursday
2024-08-03,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4172,82,0.01965,5.68,470.3,0,0.0,0.0,Saturday
2024-12-19,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2415,49,0.02029,11.21,559.79,1,650.5,1.16,Thursday
2024-08-25,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,571,29,0.05077,20.2,601.48,1,874.65,1.45,Sunday
2024-05-02,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,23762,237,0.00997,3.47,825.07,2,1529.92,1.85,Thursday
2024-01-01,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,366,64,0.17443,18.47,1184.18,4,3134.65,2.65,Monday
2024-11-28,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,13701,161,0.01175,4.2,678.4,0,0.0,0.0,Thursday
2024-09-10,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16392,179,0.01092,3.16,566.4,1,647.44,1.14,Tuesday
2024-03-27,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,503,35,0.06946,19.81,706.47,1,339.41,0.48,Wednesday
2024-10-29,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3316,105,0.03166,6.85,723.73,1,714.71,0.99,Tuesday
2024-03-11,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4786,123,0.0257,7.28,896.23,2,1236.5,1.38,Monday
2024-04-20,FB-AWA-002,FB,Awareness,Alcance,Lookalike 1% compradores anteriores,10483,164,0.01564,4.53,745.92,1,708.57,0.95,Saturday
2024-07-29,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,467,24,0.0513,20.97,515.37,0,0.0,0.0,Monday
2024-07-17,GG-DSP-002,google,Display,Impresiones,Remarketing sitio web 7 días,25081,133,0.0053,2.74,366.16,0,0.0,0.0,Wednesday
2024-01-17,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,16039,372,0.02319,4.24,1578.39,4,3043.23,1.93,Wednesday
2024-03-30,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18972,158,0.00833,3.13,494.37,0,0.0,0.0,Saturday
2024-09-09,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13816,178,0.01288,3.2,570.14,1,591.75,1.04,Monday
2024-06-26,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,520,50,0.09613,18.52,928.26,2,1055.87,1.14,Wednesday
2024-06-06,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13512,187,0.01384,3.48,651.98,2,978.05,1.5,Thursday
2024-06-25,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6110,132,0.0216,5.92,782.11,2,1301.99,1.66,Tuesday
2024-04-27,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,465,39,0.08373,17.97,712.17,2,1469.22,2.06,Saturday
2024-06-08,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,8584,140,0.01631,4.84,680.95,0,0.0,0.0,Saturday
2024-01-23,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11868,268,0.02258,4.11,1103.27,3,1806.21,1.64,Tuesday
2024-12-25,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,402,20,0.04975,17.77,363.87,0,0.0,0.0,Wednesday
2024-07-24,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15617,103,0.0066,2.66,276.0,0,0.0,0.0,Wednesday
2024-07-07,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20772,81,0.0039,3.29,267.88,0,0.0,0.0,Sunday
2024-07-07,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5354,76,0.01419,4.82,367.63,0,0.0,0.0,Sunday
2024-10-27,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15818,130,0.00822,3.7,481.63,0,0.0,0.0,Sunday
2024-05-06,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,3052,186,0.06094,10.14,1892.21,13,8479.59,4.48,Monday
2024-10-05,GG-YTB-001,google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5534,124,0.0224,4.93,613.44,1,653.51,1.07,Saturday
2024-03-08,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,452,48,0.10609,14.86,714.71,1,548.92,0.77,Friday
2024-08-10,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4187,109,0.02603,6.03,659.88,2,826.52,1.25,Saturday
2024-02-06,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12943,151,0.01167,3.72,563.36,1,159.33,0.28,Tuesday
2024-10-18,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15497,201,0.01297,2.95,594.34,2,1043.03,1.75,Friday
2024-11-23,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,404,20,0.04948,21.62,452.35,1,540.8,1.2,Saturday
2024-08-26,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2986,83,0.02779,10.92,916.49,3,2051.32,2.24,Monday
2024-11-19,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4173,115,0.02756,6.21,715.81,2,1176.35,1.64,Tuesday
2024-03-13,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1218,75,0.06156,16.54,1255.56,3,2068.4,1.65,Wednesday
2024-05-10,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3366,203,0.0603,6.87,1400.02,7,2524.54,1.8,Friday
2024-02-29,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,27633,194,0.00702,3.69,719.37,2,907.72,1.26,Thursday
2024-06-12,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18529,221,0.01193,3.16,700.73,2,1474.46,2.1,Wednesday
2024-09-17,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11914,191,0.01603,4.39,842.42,1,789.21,0.94,Tuesday
2024-09-19,FB-CON-001,Facebook,Consideracion,Trafico,,3647,129,0.03536,6.34,821.92,3,1244.39,1.51,Thursday
2024-10-01,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4096,125,0.03051,7.0,879.94,1,356.32,0.4,Tuesday
2024-08-11,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,12468,119,0.00954,3.38,402.55,1,660.74,1.64,Sunday
2024-09-21,GG-DSP-002,G Ads,Display,Impresiones,Remarketing sitio web 7 días,26486,230,0.00868,2.32,535.87,1,586.58,1.09,Saturday
2024-04-18,FB-CVR-001,facebook,Conversion,Compras,Retargeting carrito abandonado,1791,100,0.05581,14.69,1483.48,7,3637.5,2.45,Thursday
2024/05/04,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1039,85,0.08178,11.91,1017.48,5,2106.74,2.07,Saturday
2024-03-08,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13601,152,0.01118,3.61,550.3,1,273.63,0.5,Friday
2024-02-09,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1595,88,0.05517,12.72,1119.96,6,5441.03,4.86,Friday
2024-04-04,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10542,281,0.02665,3.85,1083.91,2,1166.81,1.08,Thursday
2024-09-07,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20598,195,0.00947,2.89,566.0,2,958.41,1.69,Saturday
2024-12-05,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2705,59,0.02181,10.79,640.01,1,560.07,0.88,Thursday
2024-06-05,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",3977,128,0.03218,5.46,702.53,1,795.73,1.13,Wednesday
2024-02-28,GG-DSP-002,google,Display,,,18305,236,,2.72,641.94,2,1604.82,2.5,Wednesday
2024-05-02,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4431,172,0.03881,6.74,1164.39,5,3921.45,3.37,Thursday
2024-01-18,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,424,52,0.12256,20.37,1063.45,3,1732.49,1.63,Thursday
2024-07-21,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4404,89,0.02021,5.38,479.25,1,638.62,1.33,Sunday
2024-05-18,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,327,38,0.11617,20.29,785.38,2,1302.88,1.66,Saturday
2024-02-15,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,274,36,0.13126,21.26,770.67,1,435.1,0.56,Thursday
2024-10-18,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,7722,120,0.01554,4.78,577.14,0,0.0,0.0,Friday
2024-02-25,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12015,153,0.01273,3.21,491.31,1,762.57,1.55,Sunday
2024-08-07,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2337,76,0.03251,11.09,852.08,1,911.14,1.07,Wednesday
2024-07-10,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,726,32,0.04406,16.09,523.18,0,0.0,0.0,Wednesday
2024-10-20,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4839,102,0.02107,7.0,719.11,2,1661.73,2.31,Sunday
2024-11-03,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1567,66,0.04209,12.82,857.04,3,1864.5,2.18,Sunday
2024-06-09,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1432,92,0.06421,11.37,1054.95,4,2742.4,2.6,Sunday
2024-10-01,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,309,27,0.08732,21.17,589.4,1,899.21,1.53,Tuesday
2024-10-04,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,15708,187,0.0119,3.11,584.75,1,649.39,1.11,Friday
2024-09-15,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12535,195,0.01556,4.33,843.83,1,498.4,0.59,Sunday
2024-05-28,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4133,181,0.04379,6.4,1162.2,4,1465.91,1.26,Tuesday
2024-05-26,GG-DSP-002,GOOGLE,Display,Impresiones,Remarketing sitio web 7 días,12964,192,0.01481,3.11,598.51,1,680.56,1.14,Sunday
2024-10-14,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,827,46,0.05558,18.42,856.48,1,803.81,0.94,Monday
2024-11-30,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4588,100,0.02179,6.23,627.37,1,931.26,1.48,Saturday
2024-01-28,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,18426,329,0.01785,3.55,1170.88,2,1710.34,1.46,Sunday
2024-01-06,GG-YTB-001,google,YouTube,Vistas,"Canal: wellness, yoga, fitness",3581,143,0.03993,6.02,862.55,3,2256.32,2.62,Saturday
2024-06-16,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10310,184,0.01785,4.6,850.94,1,718.29,0.84,Sunday
2024-05-26,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",3433,104,0.03029,6.96,727.1,1,704.01,0.97,Sunday
2024-09-01,GG-YTB-001,google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7303,169,0.02314,3.77,641.22,2,1068.04,1.67,Sunday
2024-05-18,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9600,169,0.0176,4.25,722.66,1,726.0,1.0,Saturday
2024-12-14,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1444,39,0.02699,11.46,451.77,0,0.0,0.0,Saturday
2024-02-12,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,14546,178,0.01224,3.46,619.36,1,846.94,1.37,Monday
2024-08-25,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,378,25,0.066,17.03,441.44,0,0.0,0.0,Sunday
2024-05-22,FB-AWA-001,Facebook,Awareness,Alcance,,13451,252,,4.23,1067.66,1,800.52,0.75,Wednesday
2024-01-22,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,2750,194,0.07054,5.67,1102.59,4,3264.67,2.96,Monday
2024-11-27,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,22034,182,0.00826,2.99,545.13,1,509.27,0.93,Wednesday
2024-04-07,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2104,112,0.05322,11.97,1345.21,7,5800.09,4.31,Sunday
2024-01-27,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3473,158,0.04549,8.11,1284.81,6,4616.51,3.59,Saturday
2024-07-17,GG-YTB-001,Google,YouTube,,,5540,82,,5.34,439.82,0,0.0,0.0,Wednesday
06/07/2024,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9055,82,0.00905,3.79,313.83,0,0.0,0.0,Saturday
2024-11-26,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,18644,158,0.00847,2.74,434.26,0,0.0,0.0,Tuesday
18/02/2024,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,14221,208,0.01463,4.04,843.18,1,472.93,0.56,Sunday
2024-03-16,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,20474,177,0.00865,2.87,511.09,1,572.2,1.12,Saturday
2024-09-07,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6399,135,0.02109,5.1,693.51,2,1121.39,1.62,Saturday
2024-11-24,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3882,97,0.02498,6.49,631.44,1,824.96,1.31,Sunday
2024-02-08,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15045,169,0.01123,3.46,584.55,1,592.47,1.01,Thursday
2024-07-06,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,659,27,0.04092,16.62,452.12,1,755.1,1.67,Saturday
2024-11-09,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13418,104,0.00775,3.73,390.26,0,0.0,0.0,Saturday
2024-03-31,FB-CVR-002,Meta,Conversion,Compras,Lookalike 3% suscriptores activos,1402,69,0.04919,12.03,833.91,3,1743.35,2.09,Sunday
2024-05-30,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,939,82,0.08731,20.27,1673.61,7,4180.47,2.5,Thursday
2024-10-10,GG-DSP-002,G Ads,Display,Impresiones,Remarketing sitio web 7 días,14975,139,0.00928,3.29,460.55,1,667.31,1.45,Thursday
2024-11-12,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,503,35,0.06948,15.33,545.75,1,622.39,1.14,Tuesday
2024-01-22,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,653,76,0.11638,18.0,1378.54,6,2955.86,2.14,Monday
2024-10-07,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,549,43,0.07824,15.1,662.01,1,691.09,1.04,Monday
13/11/2024,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,448,29,0.06459,18.72,548.04,1,455.0,0.83,Wednesday
2024-12-16,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1919,53,0.02761,10.36,549.74,1,685.69,1.25,Monday
2024-06-19,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1742,97,0.05566,12.99,1263.71,5,2787.4,2.21,Wednesday
2024-04-25,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5340,163,0.03052,6.13,1001.59,5,3722.7,3.72,Thursday
2024-01-18,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,19156,300,0.01566,2.27,681.28,3,2320.7,3.41,Thursday
2024-06-01,FB-AWA-002,facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10272,154,0.01499,4.66,718.42,1,887.53,1.24,Saturday
2024-07-18,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1952,49,0.0251,15.36,760.64,2,1304.09,1.71,Thursday
2024-09-22,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2214,111,0.05011,7.89,882.78,6,4796.21,5.43,Sunday
2024-11-19,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,16362,175,0.0107,3.25,570.74,1,872.4,1.53,Tuesday
2024-07-19,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,403,21,0.05206,15.56,335.47,0,0.0,0.0,Friday
2024-05-04,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3723,169,0.04538,6.16,1046.19,4,2399.18,2.29,Saturday
2024-09-05,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15524,130,0.00837,3.71,484.91,1,597.1,1.23,Thursday
2024-12-06,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11946,96,0.00804,4.51,436.81,0,0.0,0.0,Friday
2024-10-12,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12439,156,0.01254,3.77,590.7,0,0.0,0.0,Saturday
2024-01-20,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,3063,126,0.04113,13.65,1730.47,7,4137.72,2.39,Saturday
2024-12-03,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,394,18,0.04564,18.21,337.02,0,0.0,0.0,Tuesday
2024-12-25,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,438,19,0.04331,21.6,425.95,0,0.0,0.0,Wednesday
2024-08-28,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,12256,125,0.0102,3.33,417.67,0,0.0,0.0,Wednesday
2024-04-28,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",3973,136,0.03422,5.69,778.94,2,1095.51,1.41,Sunday
2024-09-04,GG-SRC-001,google,Search,Clics,Intención: cursos de yoga online MX,839,64,0.07623,15.88,1023.81,3,2100.71,2.05,Wednesday
2024-09-23,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6838,149,0.02179,5.18,773.33,1,688.32,0.89,Monday
2024-02-05,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2945,107,0.03633,7.18,773.23,3,1997.77,2.58,Monday
2024-06-02,FB-CVR-002,FACEBOOK,Conversion,Compras,Lookalike 3% suscriptores activos,2271,107,0.0471,10.06,1081.68,9,6715.97,6.21,Sunday
2024-11-06,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,549,34,0.06183,16.79,576.78,1,568.11,0.98,Wednesday
2024-04-15,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,10240,163,0.01592,3.96,648.11,1,908.44,1.4,Monday
